Machine_ID,Machine_Type,air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,type,target
M-EXT-217,Plastic Extruder Drive,303.09,339.45,945.2,100.74,241,M,0
M-EXT-218,Plastic Extruder Drive,298.37,346.39,1307.5,92.99,76,M,0
M-EXT-219,Plastic Extruder Drive,298.79,332.71,494.4,113.81,36,M,0
M-EXT-220,Plastic Extruder Drive,304.73,334.61,592.5,69.13,108,M,0
M-EXT-221,Plastic Extruder Drive,304.42,320.04,1182.2,124.14,141,M,0
M-EXT-222,Plastic Extruder Drive,306.42,343.54,1481.6,93.47,256,H,0
M-EXT-223,Plastic Extruder Drive,302.11,333.96,885.0,116.26,72,L,0
M-EXT-224,Plastic Extruder Drive,303.52,347.13,402.9,116.7,133,M,0
M-EXT-225,Plastic Extruder Drive,305.44,326.81,625.4,123.27,160,M,0
M-EXT-226,Plastic Extruder Drive,302.84,333.79,1160.6,60.24,176,M,0
M-EXT-227,Plastic Extruder Drive,305.46,346.68,884.2,90.83,55,M,0
M-EXT-228,Plastic Extruder Drive,298.68,344.08,1287.7,97.55,94,H,0
M-EXT-229,Plastic Extruder Drive,306.51,346.32,692.9,115.96,94,M,0
M-EXT-230,Plastic Extruder Drive,298.21,337.31,564.9,61.11,56,M,0
M-EXT-231,Plastic Extruder Drive,304.69,326.08,1376.3,85.96,112,M,0
M-EXT-232,Plastic Extruder Drive,300.54,322.22,724.2,137.37,202,L,0
M-EXT-233,Plastic Extruder Drive,299.05,333.67,652.2,124.91,272,L,0
M-EXT-234,Plastic Extruder Drive,298.35,329.5,431.4,63.62,49,M,0
M-EXT-235,Plastic Extruder Drive,301.04,332.01,845.4,129.43,65,H,0
M-EXT-236,Plastic Extruder Drive,304.27,337.15,569.4,136.7,112,M,0
M-EXT-237,Plastic Extruder Drive,302.2,329.68,1013.2,94.98,94,L,0
M-EXT-238,Plastic Extruder Drive,301.08,340.95,781.9,99.17,88,L,0
M-EXT-239,Plastic Extruder Drive,305.37,320.67,466.2,143.01,252,M,0
M-EXT-240,Plastic Extruder Drive,302.93,344.37,552.3,118.83,148,L,0
M-EXT-241,Plastic Extruder Drive,298.3,337.78,1012.4,135.68,199,L,0
M-EXT-242,Plastic Extruder Drive,306.87,332.24,551.2,116.73,248,H,0
M-EXT-243,Plastic Extruder Drive,303.58,323.45,429.7,121.17,200,M,0
M-EXT-244,Plastic Extruder Drive,306.59,322.43,515.8,137.81,155,M,0
M-EXT-245,Plastic Extruder Drive,305.38,346.83,1158.6,131.27,100,M,0
M-EXT-246,Plastic Extruder Drive,306.64,338.45,657.6,107.17,201,M,0
M-EXT-247,Plastic Extruder Drive,304.55,321.26,734.1,120.66,67,M,0
M-EXT-248,Plastic Extruder Drive,306.79,340.23,948.8,78.98,115,M,0
M-EXT-249,Plastic Extruder Drive,299.55,334.45,849.9,102.9,56,H,0
M-EXT-250,Plastic Extruder Drive,307.64,349.38,868.8,131.01,193,H,0
M-EXT-251,Plastic Extruder Drive,300.97,329.41,1055.4,112.2,260,L,0
M-EXT-252,Plastic Extruder Drive,306.57,346.74,1281.4,89.96,83,M,0
M-EXT-253,Plastic Extruder Drive,304.9,331.6,1333.2,146.45,172,M,0
M-EXT-254,Plastic Extruder Drive,306.43,320.73,541.9,136.11,213,M,0
M-EXT-255,Plastic Extruder Drive,306.89,330.54,1097.2,117.09,76,M,0
M-EXT-256,Plastic Extruder Drive,307.16,325.5,590.9,103.17,53,L,0
M-EXT-257,Plastic Extruder Drive,299.0,338.5,773.8,132.38,177,M,0
M-EXT-258,Plastic Extruder Drive,307.84,321.99,1035.6,149.06,202,L,0
M-EXT-259,Plastic Extruder Drive,298.32,320.64,439.7,149.26,274,M,0
M-EXT-260,Plastic Extruder Drive,300.91,324.38,762.1,93.31,217,L,0
M-EXT-261,Plastic Extruder Drive,305.47,339.39,1242.5,126.46,148,M,0
M-EXT-262,Plastic Extruder Drive,300.83,340.38,1455.2,112.29,258,H,0
M-EXT-263,Plastic Extruder Drive,305.94,345.61,1094.1,144.07,177,M,0
M-EXT-264,Plastic Extruder Drive,300.16,336.68,1397.1,66.51,181,L,0
M-EXT-265,Plastic Extruder Drive,299.15,323.5,802.7,84.65,79,H,0
M-EXT-266,Plastic Extruder Drive,299.31,338.33,1156.9,123.26,163,L,0
M-EXT-267,Plastic Extruder Drive,306.81,348.73,827.7,139.0,220,M,0
M-EXT-268,Plastic Extruder Drive,299.07,340.48,550.1,86.44,155,M,0
M-EXT-269,Plastic Extruder Drive,307.26,337.8,1138.6,87.9,201,M,0
M-EXT-270,Plastic Extruder Drive,306.57,331.77,915.1,98.93,232,L,0
M-EXT-271,Plastic Extruder Drive,301.27,334.25,1176.5,140.58,153,H,0
M-EXT-272,Plastic Extruder Drive,301.69,336.51,859.3,76.79,39,M,0
M-EXT-273,Plastic Extruder Drive,307.93,347.58,1151.6,135.74,93,M,0
M-EXT-274,Plastic Extruder Drive,298.61,341.22,1466.9,137.47,163,L,0
M-EXT-275,Plastic Extruder Drive,307.44,326.48,1272.6,84.29,249,H,0
M-EXT-276,Plastic Extruder Drive,299.78,341.62,592.3,74.22,168,L,0
M-EXT-277,Plastic Extruder Drive,300.68,345.23,1288.7,112.12,191,H,0
M-EXT-278,Plastic Extruder Drive,301.67,327.9,565.0,95.07,118,L,0
M-EXT-279,Plastic Extruder Drive,303.98,347.39,559.9,65.38,163,H,0
M-EXT-280,Plastic Extruder Drive,305.88,335.18,936.9,92.62,123,M,0
M-EXT-281,Plastic Extruder Drive,298.16,322.51,955.6,73.51,224,M,0
M-EXT-282,Plastic Extruder Drive,298.98,327.06,792.8,63.18,65,M,0
M-EXT-283,Plastic Extruder Drive,301.1,344.01,1327.6,77.41,60,M,0
M-EXT-284,Plastic Extruder Drive,306.05,348.91,407.5,97.23,213,L,0
M-EXT-285,Plastic Extruder Drive,298.62,340.42,717.8,66.71,152,H,0
M-EXT-286,Plastic Extruder Drive,305.37,342.24,1326.3,93.98,33,M,0
M-EXT-287,Plastic Extruder Drive,302.68,340.82,820.2,108.24,161,H,0
M-EXT-288,Plastic Extruder Drive,304.23,333.18,1288.7,122.16,57,M,0
M-EXT-289,Plastic Extruder Drive,305.02,322.61,1271.7,79.98,155,L,0
M-EXT-290,Plastic Extruder Drive,303.71,332.72,407.5,72.01,174,M,0
M-EXT-291,Plastic Extruder Drive,301.64,347.7,765.7,108.34,172,M,0
M-EXT-292,Plastic Extruder Drive,302.78,330.11,1399.6,100.57,162,M,0
M-EXT-293,Plastic Extruder Drive,298.68,343.44,963.8,119.15,223,L,0
M-EXT-294,Plastic Extruder Drive,301.92,344.34,684.7,119.43,55,H,0
M-EXT-295,Plastic Extruder Drive,298.96,329.58,434.2,116.74,109,L,0
M-EXT-296,Plastic Extruder Drive,298.46,326.5,848.8,94.44,62,L,0
M-EXT-297,Plastic Extruder Drive,300.84,341.63,642.0,139.01,126,L,0
M-EXT-298,Plastic Extruder Drive,301.42,320.26,968.7,107.23,59,M,0
M-EXT-299,Plastic Extruder Drive,305.83,321.1,938.5,107.74,202,H,0
M-EXT-300,Plastic Extruder Drive,303.86,320.09,691.7,104.97,257,H,0
M-EXT-301,Plastic Extruder Drive,299.69,340.08,812.3,116.11,279,L,0
M-EXT-302,Plastic Extruder Drive,301.54,335.12,1395.2,68.3,143,M,0
M-EXT-303,Plastic Extruder Drive,300.95,349.83,1206.9,94.99,237,M,0
M-EXT-304,Plastic Extruder Drive,306.73,327.99,646.0,82.26,164,M,0
M-EXT-305,Plastic Extruder Drive,299.47,349.84,1390.5,117.15,252,L,0
M-EXT-306,Plastic Extruder Drive,304.76,335.56,1370.2,111.1,61,M,0
M-EXT-307,Plastic Extruder Drive,302.46,348.06,1125.1,138.77,219,M,0
M-EXT-308,Plastic Extruder Drive,305.19,325.86,849.0,132.55,182,L,0
M-EXT-309,Plastic Extruder Drive,300.55,342.49,622.6,109.08,138,M,0
M-EXT-310,Plastic Extruder Drive,299.36,330.84,1133.6,110.27,167,M,0
M-EXT-311,Plastic Extruder Drive,307.44,348.04,796.2,91.67,168,H,0
M-EXT-312,Plastic Extruder Drive,301.03,326.93,645.7,117.47,126,H,0
M-EXT-313,Plastic Extruder Drive,306.88,346.22,1348.7,95.17,44,H,0
M-EXT-314,Plastic Extruder Drive,300.76,326.6,1361.4,148.77,234,L,0
M-EXT-315,Plastic Extruder Drive,303.89,343.1,1441.7,114.12,68,H,0
M-EXT-316,Plastic Extruder Drive,303.84,330.0,1401.3,115.05,199,H,0
M-EXT-317,Plastic Extruder Drive,302.99,332.93,1176.5,94.44,274,M,0
M-EXT-318,Plastic Extruder Drive,304.6,347.58,1494.7,77.8,232,H,0
M-EXT-319,Plastic Extruder Drive,302.57,323.01,1085.7,102.17,187,M,0
M-EXT-320,Plastic Extruder Drive,304.19,328.82,1320.7,109.65,152,L,0
M-EXT-321,Plastic Extruder Drive,300.84,335.84,1150.6,71.27,118,L,0
M-EXT-322,Plastic Extruder Drive,300.37,334.8,1093.7,120.4,212,L,0
M-EXT-323,Plastic Extruder Drive,301.93,341.2,1205.4,87.02,272,L,0
M-EXT-324,Plastic Extruder Drive,300.9,340.25,1189.6,98.83,245,M,0
M-EXT-325,Plastic Extruder Drive,304.58,326.63,848.6,99.05,213,M,0
M-EXT-326,Plastic Extruder Drive,298.86,329.23,920.4,126.31,215,M,0
M-EXT-327,Plastic Extruder Drive,299.17,328.79,680.2,130.29,74,M,0
M-EXT-328,Plastic Extruder Drive,304.71,348.94,1499.2,145.76,209,L,0
M-EXT-329,Plastic Extruder Drive,305.59,345.88,1447.0,100.11,134,M,0
M-EXT-330,Plastic Extruder Drive,304.6,343.26,1357.6,101.06,120,L,0
M-EXT-331,Plastic Extruder Drive,300.32,326.66,1186.9,76.17,129,M,0
M-EXT-332,Plastic Extruder Drive,299.69,337.39,810.9,101.6,78,L,0
M-EXT-333,Plastic Extruder Drive,301.15,330.28,677.4,99.1,145,M,0
M-EXT-334,Plastic Extruder Drive,307.68,347.14,1070.3,63.5,183,H,0
M-EXT-335,Plastic Extruder Drive,305.1,331.7,1321.5,144.83,134,M,0
M-EXT-336,Plastic Extruder Drive,303.9,325.91,1420.1,98.97,71,L,0
M-EXT-337,Plastic Extruder Drive,300.19,324.31,1019.2,120.43,172,M,0
M-EXT-338,Plastic Extruder Drive,299.16,334.28,792.7,147.6,42,M,0
M-EXT-339,Plastic Extruder Drive,307.42,349.5,1307.4,66.84,170,M,0
M-EXT-340,Plastic Extruder Drive,306.06,321.65,616.8,104.03,69,M,0
M-EXT-341,Plastic Extruder Drive,306.21,341.14,884.3,139.05,64,M,0
M-EXT-342,Plastic Extruder Drive,302.9,321.84,505.3,95.77,265,L,0
M-EXT-343,Plastic Extruder Drive,302.66,324.26,595.9,93.98,82,H,0
M-EXT-344,Plastic Extruder Drive,304.74,337.44,720.4,130.11,223,M,0
M-EXT-345,Plastic Extruder Drive,298.97,347.55,1135.5,82.23,182,M,0
M-EXT-346,Plastic Extruder Drive,304.35,334.22,934.0,126.23,183,H,0
M-EXT-347,Plastic Extruder Drive,298.65,329.15,873.3,84.77,192,H,0
M-EXT-348,Plastic Extruder Drive,305.04,343.19,536.8,118.57,270,H,0
M-EXT-349,Plastic Extruder Drive,307.09,338.18,1050.0,64.67,217,M,0
M-EXT-350,Plastic Extruder Drive,305.21,344.28,976.2,83.73,65,H,0
M-EXT-351,Plastic Extruder Drive,306.67,323.71,823.2,90.08,246,M,0
M-EXT-352,Plastic Extruder Drive,307.96,342.11,1336.0,68.88,93,H,0
M-EXT-353,Plastic Extruder Drive,302.64,341.55,586.0,71.72,183,M,0
M-EXT-354,Plastic Extruder Drive,302.79,321.53,1148.7,108.72,191,M,0
M-EXT-355,Plastic Extruder Drive,300.79,344.04,1190.4,112.18,187,H,0
M-EXT-356,Plastic Extruder Drive,306.56,343.1,1049.5,142.67,72,M,0
M-EXT-357,Plastic Extruder Drive,307.63,329.3,416.8,126.14,31,L,0
M-EXT-358,Plastic Extruder Drive,298.56,339.58,814.9,78.3,254,L,0
M-EXT-359,Plastic Extruder Drive,301.4,328.52,1209.6,135.29,208,M,0
M-EXT-360,Plastic Extruder Drive,300.28,345.58,1224.6,106.55,157,M,0
M-EXT-361,Plastic Extruder Drive,306.28,342.27,1341.9,105.66,186,L,0
M-EXT-362,Plastic Extruder Drive,300.32,333.32,1082.7,142.36,33,M,0
M-EXT-363,Plastic Extruder Drive,300.34,329.8,710.0,113.11,251,M,0
M-EXT-364,Plastic Extruder Drive,300.42,345.91,1095.3,79.71,120,L,0
M-EXT-365,Plastic Extruder Drive,305.39,337.3,559.2,132.3,106,L,0
M-EXT-366,Plastic Extruder Drive,304.48,327.93,633.6,71.78,90,H,0
M-EXT-367,Plastic Extruder Drive,304.17,337.96,1044.8,117.77,233,L,0
M-EXT-368,Plastic Extruder Drive,300.3,337.63,486.2,70.81,193,M,0
M-EXT-369,Plastic Extruder Drive,305.58,332.77,540.4,138.48,50,H,0
M-EXT-370,Plastic Extruder Drive,300.77,349.86,858.5,105.15,222,M,0
M-EXT-371,Plastic Extruder Drive,306.41,334.59,1469.4,131.71,130,M,0
M-EXT-372,Plastic Extruder Drive,307.29,340.53,1083.6,128.2,170,H,0
M-EXT-373,Plastic Extruder Drive,301.19,336.74,420.0,99.36,218,H,0
M-EXT-374,Plastic Extruder Drive,298.65,345.08,1079.0,75.89,231,M,0
M-EXT-375,Plastic Extruder Drive,301.34,331.29,571.5,135.17,157,M,0
M-EXT-376,Plastic Extruder Drive,306.83,320.47,473.6,74.54,37,M,0
M-EXT-377,Plastic Extruder Drive,304.34,326.32,564.3,73.11,268,M,0
M-EXT-378,Plastic Extruder Drive,303.85,329.67,876.3,68.05,279,L,0
M-EXT-379,Plastic Extruder Drive,304.21,337.63,954.7,83.17,86,M,0
M-EXT-380,Plastic Extruder Drive,298.7,322.23,1016.9,142.78,258,H,0
M-EXT-381,Plastic Extruder Drive,299.07,337.49,1333.3,145.9,245,M,0
M-EXT-382,Plastic Extruder Drive,300.01,322.18,452.3,115.09,39,L,0
M-EXT-383,Plastic Extruder Drive,305.12,322.39,1397.3,106.97,256,L,0
M-EXT-384,Plastic Extruder Drive,299.97,331.42,548.1,129.75,156,L,0
M-EXT-385,Plastic Extruder Drive,300.08,340.65,1488.2,119.88,47,M,0
M-EXT-386,Plastic Extruder Drive,299.8,320.92,768.5,83.95,227,M,0
M-EXT-387,Plastic Extruder Drive,305.33,320.49,416.3,62.64,84,M,0
M-EXT-388,Plastic Extruder Drive,304.08,349.58,789.9,65.01,78,L,0
M-EXT-389,Plastic Extruder Drive,304.99,343.71,536.6,72.15,58,L,0
M-EXT-390,Plastic Extruder Drive,300.1,339.29,967.8,109.0,78,M,0
M-EXT-391,Plastic Extruder Drive,298.43,349.8,429.4,64.51,111,L,0
M-EXT-392,Plastic Extruder Drive,300.57,334.16,419.8,67.1,181,H,0
M-EXT-393,Plastic Extruder Drive,304.94,343.56,1335.4,72.04,143,L,0
M-EXT-394,Plastic Extruder Drive,305.72,323.51,952.8,143.01,140,L,0
M-EXT-395,Plastic Extruder Drive,302.96,323.2,562.6,64.2,78,L,0
M-EXT-396,Plastic Extruder Drive,304.5,342.17,1083.8,94.79,84,L,0
M-EXT-397,Plastic Extruder Drive,303.15,334.43,1495.7,94.55,243,L,0
M-EXT-398,Plastic Extruder Drive,300.33,322.85,1473.2,98.33,30,M,0
M-EXT-399,Plastic Extruder Drive,304.19,343.28,1437.2,142.37,265,H,0
M-EXT-400,Plastic Extruder Drive,305.12,326.78,606.3,132.03,134,L,0
M-EXT-F1-001,Plastic Extruder Drive,310.34,365.43,550.5,75.89,122,M,1
M-EXT-F1-002,Plastic Extruder Drive,313.89,367.22,1123.1,86.13,63,M,1
M-EXT-F1-003,Plastic Extruder Drive,313.61,362.82,692.6,129.08,49,M,1
M-EXT-F1-004,Plastic Extruder Drive,314.99,357.69,1308.6,115.39,155,M,1
M-EXT-F1-005,Plastic Extruder Drive,317.28,364.02,820.0,81.47,43,H,1
M-EXT-F1-006,Plastic Extruder Drive,317.94,360.29,1388.6,75.35,112,L,1
M-EXT-F1-007,Plastic Extruder Drive,310.73,362.72,1411.1,145.47,194,L,1
M-EXT-F1-008,Plastic Extruder Drive,315.22,357.87,1203.7,148.05,132,M,1
M-EXT-F1-009,Plastic Extruder Drive,314.59,363.98,629.1,124.73,143,M,1
M-EXT-F1-010,Plastic Extruder Drive,312.45,357.02,1085.8,112.76,95,M,1
M-EXT-F1-011,Plastic Extruder Drive,312.78,361.37,1472.3,128.72,195,M,1
M-EXT-F1-012,Plastic Extruder Drive,314.21,357.66,1193.2,97.94,174,M,1
M-EXT-F1-013,Plastic Extruder Drive,310.87,357.25,1292.7,83.28,81,L,1
M-EXT-F1-014,Plastic Extruder Drive,315.26,356.49,557.9,84.51,145,L,1
M-EXT-F1-015,Plastic Extruder Drive,312.2,366.32,520.1,78.68,218,H,1
M-EXT-F1-016,Plastic Extruder Drive,317.1,364.15,480.4,103.53,130,L,1
M-EXT-F1-017,Plastic Extruder Drive,313.37,360.81,523.7,117.53,70,H,1
M-EXT-F1-018,Plastic Extruder Drive,317.98,358.51,555.2,122.95,189,H,1
M-EXT-F1-019,Plastic Extruder Drive,310.84,356.17,451.7,119.35,144,M,1
M-EXT-F1-020,Plastic Extruder Drive,314.05,365.63,1001.3,142.69,124,L,1
M-EXT-F2-001,Plastic Extruder Drive,304.3,339.67,1206.5,198.0,139,L,1
M-EXT-F2-002,Plastic Extruder Drive,308.76,345.29,825.7,212.93,206,M,1
M-EXT-F2-003,Plastic Extruder Drive,309.39,325.14,620.6,221.19,160,M,1
M-EXT-F2-004,Plastic Extruder Drive,299.54,330.26,646.2,204.66,69,L,1
M-EXT-F2-005,Plastic Extruder Drive,304.36,338.59,1318.3,231.05,209,M,1
M-EXT-F2-006,Plastic Extruder Drive,304.21,338.27,918.8,244.46,78,L,1
M-EXT-F2-007,Plastic Extruder Drive,305.45,324.25,961.8,265.31,78,H,1
M-EXT-F2-008,Plastic Extruder Drive,309.49,359.15,472.7,278.96,99,L,1
M-EXT-F2-009,Plastic Extruder Drive,307.43,356.05,1146.5,190.23,42,M,1
M-EXT-F2-010,Plastic Extruder Drive,300.69,340.6,1306.9,216.24,124,M,1
M-EXT-F2-011,Plastic Extruder Drive,307.19,330.98,646.9,271.23,187,L,1
M-EXT-F2-012,Plastic Extruder Drive,309.02,340.54,1092.4,225.25,49,M,1
M-EXT-F2-013,Plastic Extruder Drive,301.06,338.07,682.6,245.92,100,L,1
M-EXT-F2-014,Plastic Extruder Drive,305.66,357.1,486.5,254.55,160,L,1
M-EXT-F2-015,Plastic Extruder Drive,303.83,335.0,563.8,213.37,127,L,1
M-EXT-F2-016,Plastic Extruder Drive,302.7,329.68,658.5,197.34,209,L,1
M-EXT-F2-017,Plastic Extruder Drive,303.01,332.89,1260.1,187.67,146,L,1
M-EXT-F2-018,Plastic Extruder Drive,305.61,324.11,607.9,277.44,33,M,1
M-EXT-F2-019,Plastic Extruder Drive,309.27,354.17,853.7,210.17,146,M,1
M-EXT-F2-020,Plastic Extruder Drive,302.32,353.07,546.6,188.04,95,M,1
M-EXT-F3-001,Plastic Extruder Drive,305.05,343.43,2297.6,202.59,159,M,1
M-EXT-F3-002,Plastic Extruder Drive,301.82,338.49,1849.2,182.72,108,M,1
M-EXT-F3-003,Plastic Extruder Drive,302.86,341.54,2155.1,219.25,103,M,1
M-EXT-F3-004,Plastic Extruder Drive,298.03,329.31,2449.9,185.01,79,M,1
M-EXT-F3-005,Plastic Extruder Drive,298.79,335.95,2027.7,187.99,183,M,1
M-EXT-F3-006,Plastic Extruder Drive,302.46,337.33,2375.1,209.75,65,M,1
M-EXT-F3-007,Plastic Extruder Drive,301.48,325.63,1809.1,175.44,186,M,1
M-EXT-F3-008,Plastic Extruder Drive,301.42,338.25,2354.9,186.27,120,H,1
M-EXT-F3-009,Plastic Extruder Drive,303.97,330.69,2125.1,190.36,152,M,1
M-EXT-F3-010,Plastic Extruder Drive,302.22,320.51,2265.7,217.77,179,L,1
M-EXT-F3-011,Plastic Extruder Drive,299.39,326.68,2204.5,179.15,36,M,1
M-EXT-F3-012,Plastic Extruder Drive,300.88,327.91,2514.9,179.31,55,H,1
M-EXT-F3-013,Plastic Extruder Drive,306.06,341.45,1897.1,178.19,174,M,1
M-EXT-F3-014,Plastic Extruder Drive,307.82,336.22,1944.0,216.53,91,M,1
M-EXT-F3-015,Plastic Extruder Drive,301.27,343.05,1929.9,187.91,35,L,1
M-EXT-F3-016,Plastic Extruder Drive,301.41,327.45,2234.9,207.3,187,M,1
M-EXT-F3-017,Plastic Extruder Drive,306.12,333.95,1875.9,215.78,136,M,1
M-EXT-F3-018,Plastic Extruder Drive,307.37,336.77,1804.2,217.24,85,M,1
M-EXT-F3-019,Plastic Extruder Drive,300.05,328.91,2315.0,190.77,151,L,1
M-EXT-F3-020,Plastic Extruder Drive,301.41,337.05,2383.2,207.91,134,M,1
M-EXT-F4-001,Plastic Extruder Drive,302.08,332.99,783.7,145.69,304,L,1
M-EXT-F4-002,Plastic Extruder Drive,305.79,328.94,446.8,147.09,350,L,1
M-EXT-F4-003,Plastic Extruder Drive,300.54,322.48,1406.6,95.49,349,H,1
M-EXT-F4-004,Plastic Extruder Drive,305.61,323.81,1165.1,126.69,366,H,1
M-EXT-F4-005,Plastic Extruder Drive,300.92,322.09,1367.1,133.7,335,H,1
M-EXT-F4-006,Plastic Extruder Drive,302.89,331.96,747.3,154.03,299,M,1
M-EXT-F4-007,Plastic Extruder Drive,306.23,347.22,1220.5,98.2,340,H,1
M-EXT-F4-008,Plastic Extruder Drive,299.17,339.16,1336.2,73.67,302,M,1
M-EXT-F4-009,Plastic Extruder Drive,300.18,338.35,636.0,79.28,335,L,1
M-EXT-F4-010,Plastic Extruder Drive,304.85,344.56,693.0,167.0,323,L,1
M-EXT-F4-011,Plastic Extruder Drive,302.71,328.04,686.3,130.71,300,L,1
M-EXT-F4-012,Plastic Extruder Drive,300.71,330.07,656.6,66.34,346,M,1
M-EXT-F4-013,Plastic Extruder Drive,306.1,321.23,1421.5,103.72,363,H,1
M-EXT-F4-014,Plastic Extruder Drive,305.44,337.38,794.0,75.02,340,H,1
M-EXT-F4-015,Plastic Extruder Drive,303.01,338.13,1205.8,179.01,314,M,1
M-EXT-F4-016,Plastic Extruder Drive,301.41,341.95,1425.0,177.07,365,L,1
M-EXT-F4-017,Plastic Extruder Drive,307.91,331.28,1443.2,152.76,307,H,1
M-EXT-F4-018,Plastic Extruder Drive,300.14,343.36,1094.9,91.58,350,H,1
M-EXT-F4-019,Plastic Extruder Drive,306.22,343.82,1469.8,83.13,362,M,1
M-EXT-F4-020,Plastic Extruder Drive,302.16,334.05,1089.6,179.4,339,L,1
M-EXT-F5-001,Plastic Extruder Drive,310.28,357.19,1877.0,194.3,338,L,1
M-EXT-F5-002,Plastic Extruder Drive,311.39,360.01,1860.3,173.66,317,M,1
M-EXT-F5-003,Plastic Extruder Drive,313.91,354.33,1880.4,179.13,297,M,1
M-EXT-F5-004,Plastic Extruder Drive,310.16,359.99,1881.4,187.23,314,H,1
M-EXT-F5-005,Plastic Extruder Drive,313.31,354.1,1653.2,213.78,338,L,1
M-EXT-F5-006,Plastic Extruder Drive,310.26,355.57,1931.8,228.03,308,M,1
M-EXT-F5-007,Plastic Extruder Drive,309.58,355.22,1905.8,179.43,300,M,1
M-EXT-F5-008,Plastic Extruder Drive,311.22,354.36,1874.9,235.19,291,M,1
M-EXT-F5-009,Plastic Extruder Drive,313.18,356.5,1709.2,175.43,322,M,1
M-EXT-F5-010,Plastic Extruder Drive,310.15,360.65,1981.0,191.16,327,M,1
M-EXT-F5-011,Plastic Extruder Drive,312.38,354.95,1961.5,188.62,318,H,1
M-EXT-F5-012,Plastic Extruder Drive,312.63,354.49,1724.4,184.93,292,L,1
M-EXT-F5-013,Plastic Extruder Drive,313.9,360.23,2037.3,172.91,295,M,1
M-EXT-F5-014,Plastic Extruder Drive,313.89,359.29,1818.4,182.37,297,M,1
M-EXT-F5-015,Plastic Extruder Drive,312.57,354.25,2033.5,236.05,334,L,1
M-EXT-F5-016,Plastic Extruder Drive,309.08,361.82,1814.9,231.18,299,M,1
M-EXT-F5-017,Plastic Extruder Drive,309.22,354.32,2074.5,227.22,316,M,1
M-EXT-F5-018,Plastic Extruder Drive,312.74,356.73,1992.8,205.24,321,L,1
M-EXT-F5-019,Plastic Extruder Drive,311.36,357.35,2057.6,233.42,339,M,1
M-EXT-F5-020,Plastic Extruder Drive,310.72,355.92,1665.3,221.55,301,M,1
M-BLOW-001,Industrial Blower,303.25,314.45,1006.6,24.51,170,M,0
M-BLOW-002,Industrial Blower,302.27,313.39,1663.9,25.77,101,M,0
M-BLOW-003,Industrial Blower,298.3,312.52,2356.0,23.47,193,M,0
M-BLOW-004,Industrial Blower,302.9,305.14,1377.2,24.63,74,H,0
M-BLOW-005,Industrial Blower,302.81,308.6,2444.7,32.5,44,M,0
M-BLOW-006,Industrial Blower,303.94,310.22,1002.8,42.99,62,M,0
M-BLOW-007,Industrial Blower,299.64,307.58,1424.0,42.86,184,M,0
M-BLOW-008,Industrial Blower,297.33,305.13,1234.9,30.67,75,H,0
M-BLOW-009,Industrial Blower,299.1,312.21,2337.5,32.56,150,M,0
M-BLOW-010,Industrial Blower,299.47,312.03,2091.5,27.74,117,L,0
M-BLOW-011,Industrial Blower,300.69,311.07,2176.9,18.46,114,L,0
M-BLOW-012,Industrial Blower,298.25,307.24,1901.8,21.63,120,H,0
M-BLOW-013,Industrial Blower,300.22,310.63,1627.6,26.48,64,M,0
M-BLOW-014,Industrial Blower,299.49,306.72,2174.3,36.27,68,H,0
M-BLOW-015,Industrial Blower,295.0,310.56,1317.0,15.38,84,L,0
M-BLOW-016,Industrial Blower,301.21,313.44,1217.1,17.2,22,L,0
M-BLOW-017,Industrial Blower,297.7,309.05,1591.8,36.91,75,M,0
M-BLOW-018,Industrial Blower,303.96,308.88,1826.9,30.08,164,M,0
M-BLOW-019,Industrial Blower,296.53,312.3,1623.4,42.41,135,M,0
M-BLOW-020,Industrial Blower,295.63,312.03,2029.1,34.2,68,L,0
M-BLOW-021,Industrial Blower,297.89,305.67,2480.8,37.39,94,L,0
M-BLOW-022,Industrial Blower,295.82,304.96,2023.7,20.34,185,L,0
M-BLOW-023,Industrial Blower,297.76,313.78,1064.3,31.46,188,L,0
M-BLOW-024,Industrial Blower,298.2,306.01,1315.8,30.44,127,H,0
M-BLOW-025,Industrial Blower,298.72,313.13,1666.5,20.08,191,M,0
M-BLOW-026,Industrial Blower,302.19,306.13,1634.8,29.71,110,M,0
M-BLOW-027,Industrial Blower,297.02,309.68,1722.6,21.26,197,L,0
M-BLOW-028,Industrial Blower,302.99,311.54,1239.8,32.04,167,H,0
M-BLOW-029,Industrial Blower,299.46,308.36,1318.2,26.35,197,L,0
M-BLOW-030,Industrial Blower,297.7,310.66,1370.0,33.33,181,M,0
M-BLOW-031,Industrial Blower,301.6,308.99,1786.2,35.85,166,M,0
M-BLOW-032,Industrial Blower,303.8,313.02,2165.7,40.35,70,M,0
M-BLOW-033,Industrial Blower,300.08,309.09,2271.2,15.81,57,L,0
M-BLOW-034,Industrial Blower,295.53,306.5,1526.9,37.52,120,L,0
M-BLOW-035,Industrial Blower,297.05,313.59,1424.4,22.36,109,H,0
M-BLOW-036,Industrial Blower,298.46,307.91,1240.2,40.82,89,L,0
M-BLOW-037,Industrial Blower,303.1,306.14,1757.7,33.05,167,L,0
M-BLOW-038,Industrial Blower,300.62,304.39,1721.9,41.54,148,L,0
M-BLOW-039,Industrial Blower,301.07,304.48,2452.0,42.54,42,H,0
